文章,发表年份,主题词
大海航行靠舵手——温州医科大学附属第一医院院长陈肖鸣谈“智慧医疗航母”的信息化建设.pdf,2014,
北京大学深圳医院：“以新提质”推动智慧医院建设.pdf,2024,"['智慧医院', '大数据', '云计算', '物联网', '区块链', '人工智能', '医疗质量', '智慧医疗', '智慧服务', '智慧管理', '电子病历', '互联互通', '智慧医院研究院', '智慧医疗平台', '智能手术分级管理系统', 'VTE智能防治系统平台', '5G智能超声诊断云系统', '智慧检验系统', '门诊管理驾驶舱', 'SPD全链接4+N高值耗材管理模式', '医疗质量安全', '就医体验', '精细管理', '医院高质量发展']"
研究型医院智慧化学科建设的实践探索.pdf,2021,"['研究型医院', '学科建设', '重症医学']"
S大学附属医院发展战略研究.pdf,2021,
后疫情时代智慧医院发展的探讨.pdf,2022,"['智慧医院', '互联网+医疗健康', '智慧医疗', '智慧服务', '智慧管理', '互联网诊疗', '预约诊疗', '智慧医院建设', '互联网医院', '医疗大数据', '后疫情时代']"
人工智能时代背景下我国西部地区县级综合医院建筑优化设计研究.pdf,2020,
河南加快数字高清平安城市建设促进智慧城市建设_32F2542F254792A3CF004E8C5E441518.pdf,2015,
绿色、智能及5G技术在医院建筑中的研究与应用.pdf,2022,"['绿色技术', '5G技术', '智能化技术', '医院建筑', '节能减排', '智慧医院']"
基于人脸识别的医院智慧疫情防控平台应用研究.pdf,2022,"['人脸识别', '疫情防控', '平台', '智慧医院']"
医院后勤智慧化运维体系的构建与应用.pdf,2023,"['医院', '后勤', '智慧化', '运维体系', '构建', '应用']"
医院智慧护理发展趋势与应对.pdf,2020,
智慧医院门诊无纸化研究与探索.pdf,2020,"['智慧医院', '门诊无纸化', '研究设计', '疫情应用']"
医院便民服务数字化转型发展对策.pdf,2022,"['应收账款分级分类风险评估', '数字化转型', '智慧医院', '便民服务', '风险预警', '财务信息', '动态管理', '全生命周期管理', '精细化管理', '风险管控', '公共卫生资源', '互联网+', '医疗数据通道', '线上线下资源整合', '医疗服务能级提升', '自助机具', '数字鸿沟', '互联网医院', '医疗收费电子票据', '国家电子医保凭证', '医疗付费一件事', '智慧医疗', '人工智能技术', '病区管理', '电子健康档案', '健康信息共享平台']"
后疫情时代的医院综合防控体系应用研究.pdf,2021,
天津_二级以上公立医院明年开智慧门诊提供十项服务.pdf,2017,"['桡骨远端骨折', '斜T型锁定加压钢板内固定', '腕关节功能', '掌倾角', '尺偏角', '骨折愈合时间', '术后恢复', '并发症', '生物力学', '手术入路']"
智慧医院背景下的医院国有资产信息化管理实践.pdf,2023,"['智慧医院', '国有资产', '信息化', '资产管理', '物联网']"
对公立医院智慧财务信息管理系统的探讨.pdf,2019,"['公立医院', '智慧财务', '信息管理', '有效措施']"
“十三五”医院信息化发展回顾与“十四五”展望.pdf,2021,"['医院信息化', '信息技术', '智慧医院']"
打造智慧医疗，推动智慧医院建设.pdf,2022,"['医疗信息化', '智慧医院', '智慧医疗', '智慧服务', '智慧管理', '政策推动', '信息技术', '健康中国2030', '远程医疗', '人工智能', '大数据', '物联网', '医院管理', '患者服务', '医务人员服务', '医院智慧化']"
A医院以平衡计分卡为核心的智慧绩效管理信息系统创新与实践.pdf,2022,"['公立医院', '智慧绩效管理', '信息化建设', '平衡计分卡', '运营管理', '业财融合', '降本控费', '智能决策', '高质量发展']"
打造高品质医院增加高质量供给——贵州医科大学附属医院贵安医院启用.pdf,2021,"['高品质医院', '高质量供给', '医疗卫生服务', '三甲医院', '智慧医院', '区域医疗', '医疗设备', '医疗服务', '医院管理']"
智慧医院的设备资产管理系统建设实践.pdf,2020,"['医疗设备资产', '全生命周期', '精细化管理', '信息系统']"
漫谈智慧医疗发展.pdf,2016,"['智慧医疗', '概念框架', '应用']"
面向物联网的智慧医院建设.pdf,2013,"['医疗物联网', '智慧医疗', 'TOA', 'TOC', 'RFID', '无线网络', '物联网AP', 'E-WLAP800', '移动门诊输液系统', '婴儿防盗系统']"
事业单位财务管理研究——智慧医院建设背景下的银医对账管理探析.pdf,2019,"['智慧医院', '医院银行账户', '对账']"
延华集团“智城模式”的探索与实践.pdf,2014,"['智能家居', '智慧城市', '智能建筑', '智慧医疗', '智慧交通', '智慧能源', '智慧社区', '智慧城市运营']"
互联网+时代智慧型医院的发展探讨.pdf,2019,"['互联网+', '智慧医院', '发展前景']"
智慧医院建设中医院内部控制问题研究.pdf,2019,"['智慧医院', '互联网+医疗服务', '内部控制']"
适应建设研究型智慧医院要求打造现代医学保障体系.pdf,2012,"['医学保障', '转化医学', '信息化技术', '药品', '医工保障模式', '医院采购管理', '综合保障模式', '高效快捷精准化保障']"
杭州市13家市属医院智慧医疗调查分析.pdf,2020,"['智慧医疗', '杭州市', '市属医院', '调查分析', '医疗服务', '信息化', '医疗改革', '结算模式', '临床会诊中心', '双向转诊']"
公立医院智慧财务发展探析.pdf,2020,"['智慧财务', '医院财务管理', '信息化时代', '财务智能化', '财务管理系统', '财务信息化', '财务风险', '财务人才队伍建设', '风险防范机制', '安全防护措施']"
基于医院智慧后勤平台的综合维修全流程管理的探索与实践.pdf,2021,"['医院后勤管理', '智慧后勤平台', '信息化', '维修管理', '全流程管理']"
天津市推行智慧门诊工作成效明显三级医院将完成智慧门诊建设工作.pdf,2018,"['医药动态', '皮下注射技术', '西安杨森戈利木单抗注射液', '全人源抗肿瘤坏死因子单克隆抗体', '巴雷特食管症', '食管癌风险', '戒烟', '新生儿胆道闭锁', '智慧门诊']"
医院转化医学楼多元智慧物流传输系统配置评估研究.pdf,2020,"['医院物流系统', '智慧传输', '临床检验', '转化医学']"
医疗机构的数字化转型之路.pdf,2022,"['智慧医院', '数字化转型', '人工智能', '5G', '物联网', '智慧服务', '智慧管理', '智慧医疗', '智慧运营', '智慧大脑', '区块链', '区域医疗信息协同平台']"
基于数据应用的医院扁平化运营管理研究.pdf,2023,"['智慧医院', '数据应用', '扁平化管理', '运营管理']"
关于智慧医院背景下财务信息化建设的探讨.pdf,2021,"['智慧医院', '财务', '信息化建设']"
从火神山医院到智慧医疗服务体系建设的思考.pdf,2021,"['智能建筑电气技术', '智慧医疗服务体系', '医院信息系统', '孤岛效应', '健康医疗大数据', '人工智能']"
医院档案智慧管理中微信公众平台的应用.pdf,2022,"['医院档案', '智慧管理', '微信公众平台', '大数据', '一站式服务', '档案开发利用', '微信生态', '医疗改革', '档案服务功能', '医疗共同体', '档案智慧社区']"
智慧医疗模式下的妇幼保健院私有云平台建设研究.pdf,2022,"['网络安全', '信息系统维护', '硬件设施检查', '软件系统安全', '数据备份', '人为因素防范', '安全维护机制']"
基于“三融合”的医院智慧内部控制研究.pdf,2023,"['三融合', '医院智慧平台', '内部控制']"
推动“智慧医院”下沉社区.pdf,2024,"['智慧医院', '电子健康档案', '智慧服务', '智慧管理', '分级诊疗', '远程医疗协同', '互联网+医疗健康']"
数字化转型背景下手术追溯可视化平台的设计与实现.pdf,2023,"['数字化转型', '手术追溯', '可视化', '医疗管理']"
智慧后勤服务平台在三级公立医院的建设与应用实践_徐鹏.pdf,2024,"['智慧后勤服务平台', '三级公立医院', '数据管理', '信息化', '后勤运营', '智慧医院', '安全运营', '服务运营']"
档案信息化建设在医院档案管理中的应用.pdf,2019,"['医院', '档案', '管理', '信息化', '智慧医院']"
医院SPD智慧供应链项目的应用实践.pdf,2019,
“云医院”智慧医疗新实践.pdf,2015,"['智慧医疗', '云医院', '互联网医疗', '区域医疗模式', '电子健康档案', '远程医疗服务', '健康大数据', '医联体', '健康管理', '医疗服务创新']"
基于健康医疗大数据的智慧门诊发展现状与对策研究——以合肥高新心血管病医院为例.pdf,2020,"['智慧门诊', '医疗行业', '大数据', '合肥市']"
北京天坛医院：数据赋能智慧运营.pdf,2024,"['价格管理', '医保管理', '资源使用效能', '内部控制', '分级授权', '不相容岗位相分离', '运营风险', '审计管理', '患者中心', '战略目标', '国家医学中心', '临床神经科学', '创新型医院', '高质量发展', '数据赋能', '智慧运营', '全面预算管理', '全成本管理', '绩效管理', '信息化建设', '公立医院', '运营管理', '医学科技创新', '人才培养', '医学文化', '国际交流', '现代医院管理制度', '医学转化', '疑难重症救治', '优质医疗资源', '公共卫生服务', '疾病预防控制', '健康素养提升']"
人工智能助力智慧医院高效诊疗.pdf,2023,"['人工智能', '智慧医院', '高效诊疗', '信息化', '智能化', '智慧服务', '智慧医疗', '智慧管理', 'AI模型', '数据应用', '医疗服务']"
基于物联网技术的医院智慧消防建设研究.pdf,2023,"['医院', '智慧消防', '物联网技术']"
达实信息引领中国“智慧城市一卡通整体解决方案”发展之路.pdf,2015,"['智慧城市', '一卡通整体解决方案', '门禁系统', '访客二维码', '反向寻车导航系统', '手机门禁系统', '智能卡一卡一密方法', '互联网+']"
始于医者仁心，叙说人文智慧——北京大学第三医院金昌晓书记访谈录.pdf,2019,"['叙事医学', '医学人文', '医患关系', '临床诊疗', '医学教育', '医学伦理', '医学实践', '医学发展']"
BIM技术在医院建设项目全生命周期管理的应用——以福州滨海新城综合医院项目为例.pdf,2021,"['BIM', '装配式', '医院项目', '全生命周期']"
基于流程再造理论公立医院智慧门诊建设的问题及对策研究_张仪聪.pdf,2021,
疫情期间入院人员信息登记系统的研究与实现.pdf,2020,"['人员信息采集系统', '图像处理', '数据标准化', '智慧医院']"
在疫情中期待智慧医疗的到来.pdf,2020,"['智慧医疗', '物联网', '人工智能', '大数据', '远程看诊', '自动报警系统', '临床决策系统', '区域卫生系统', '家庭健康系统', '医疗信息化']"
中药临床药嘱服务系统的初步构建与应用.pdf,2021,
基于微信公众号的医院预约挂号系统开发.pdf,2021,"['微信公众号', '智慧医院', '医院预约挂号系统', 'Web Service']"
智慧护理背景下学校-医院交互式教学模式应用研究_熊海燕.pdf,2023,"['高职教育', '智慧护理', '学校-医院交互式教学模式', '5G智慧病房', '智能化医学模拟系统', '内科护理学', '实践教学']"
基于价值医疗理念的智慧医院建设研究.pdf,2021,"['智慧医院', '价值医疗', '医疗质量', '成本控制', '患者满意度', '信息技术', '管理', '服务']"
运营信息化建设助力公立医院高质量发展——以A医院智慧运营实践探索为例.pdf,2024,"['公立医院', '运营信息化建设', '业财融合']"
北京地区三级医院智慧管理建设现状调查及分析.pdf,2024,"['北京地区', '三级医院', '智慧管理', '现况分析']"
智慧行走进古都西安赋能“数字名城·智慧西安”建设.pdf,2019,"['智慧城市', '数字名城', '智慧西安', '智能建筑', '智慧管廊', '数据中心', '智慧医院', '新型智慧城市', '数字经济', '智能建筑行业', '智慧社区', '综合布线', '物联网技术', '智慧会议系统', '楼控系统', '综合布线系统', '网络设计解决方案']"
